"dx_cd|""diagnosis_desc""|""diag_vers_typ_id""",,,,
"V726|""PASSENGER ON BUS INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V727|""DIAGNOSTIC SKIN AND SENSITIZATION TESTS""|1",,,,
"V727|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V729|""UNSPECIFIED EXAMINATION""|1",,,,
"V729|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V73|""SPECIAL SCREENING EXAMINATION FOR VIRAL AND CHLAMYDIAL DISEASES""|1",,,,
"V73|""BUS OCCUPANT INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN""|2",,,
"V730|""SCREENING EXAMINATION FOR POLIOMYELITIS""|1",,,,
"V730|""DRIVER OF BUS INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V731|""SCREENING EXAMINATION FOR SMALLPOX""|1",,,,
"V731|""PASSENGER ON BUS INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V732|""SCREENING EXAMINATION FOR MEASLES""|1",,,,
"V732|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V733|""SCREENING EXAMINATION FOR RUBELLA""|1",,,,
"V733|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V734|""SCREENING EXAMINATION FOR YELLOW FEVER""|1",,,,
"V734|""PERSON BOARDING OR ALIGHTING FROM BUS INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN""|2",,,
"V735|""SCREENING EXAMINATION FOR OTHER ARTHROPOD-BORNE VIRAL DISEASES""|1",,,,
"V735|""DRIVER OF BUS INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN TRAFFIC ACCIDENT""|2",,,
"V736|""SCREENING EXAMINATION FOR TRACHOMA""|1",,,,
"V736|""PASSENGER ON BUS INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN TRAFFIC ACCIDENT""|2",,,
"V739|""SCREENING EXAMINATION FOR UNSPECIFIED VIRAL AND CHLAMYDIAL DISEASE""|1",,,,
"V739|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN TRAFFIC ACCIDENT""|2",,,
"V74|""SPECIAL SCREENING EXAMINATION FOR BACTERIAL AND SPIROCHETAL DISEASES""|1",,,,
"V74|""BUS OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS""|2",,,,
"V740|""SCREENING EXAMINATION FOR CHOLERA""|1",,,,
"V740|""DRIVER OF BUS INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V741|""SCREENING EXAMINATION FOR PULMONARY TUBERCULOSIS""|1",,,,
"V741|""PASSENGER ON BUS INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V742|""SCREENING EXAMINATION FOR LEPROSY (HANSEN'S DISEASE)""|1",,,,
"V742|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V743|""SCREENING EXAMINATION FOR DIPHTHERIA""|1",,,,
"V743|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V744|""SCREENING EXAMINATION FOR BACTERIAL CONJUNCTIVITIS""|1",,,,
"V744|""PERSON BOARDING OR ALIGHTING FROM BUS INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS""|2",,,,
"V745|""SCREENING EXAMINATION FOR VENEREAL DISEASE""|1",,,,
"V745|""DRIVER OF BUS INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN TRAFFIC ACCIDENT""|2",,,,
"V746|""SCREENING EXAMINATION FOR YAWS""|1",,,,
"V746|""PASSENGER ON BUS INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN TRAFFIC ACCIDENT""|2",,,,
"V749|""SCREENING EXAMINATION FOR UNSPECIFIED BACTERIAL AND SPIROCHETAL DISEASES""|1",,,,
"V749|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN TRAFFIC ACCIDENT""|2",,,,
"V75|""SPECIAL SCREENING EXAMINATION FOR OTHER INFECTIOUS DISEASES""|1",,,,
"V75|""BUS OCCUPANT INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE""|2",,,,
"V750|""SCREENING EXAMINATION FOR RICKETTSIAL DISEASES""|1",,,,
"V750|""DRIVER OF BUS INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V751|""SCREENING EXAMINATION FOR MALARIA""|1",,,,
"V751|""PASSENGER ON BUS INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V752|""SCREENING EXAMINATION FOR LEISHMANIASIS""|1",,,,
"V752|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V753|""SCREENING EXAMINATION FOR TRYPANOSOMIASIS""|1",,,,
"V753|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V754|""SCREENING EXAMINATION FOR MYCOTIC INFECTIONS""|1",,,,
"V754|""PERSON BOARDING OR ALIGHTING FROM BUS INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE""|2",,,,
"V755|""SCREENING EXAMINATION FOR SCHISTOSOMIASIS""|1",,,,
"V755|""DRIVER OF BUS INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V756|""SCREENING EXAMINATION FOR FILARIASIS""|1",,,,
"V756|""PASSENGER ON BUS INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V757|""SCREENING EXAMINATION FOR INTESTINAL HELMINTHIASIS""|1",,,,
"V757|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V759|""SCREENING EXAMINATION FOR UNSPECIFIED INFECTIOUS DISEASE""|1",,,,
"V759|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V76|""SPECIAL SCREENING FOR MALIGNANT NEOPLASMS""|1",,,,
"V76|""BUS OCCUPANT INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE""|2",,,,
"V760|""SPECIAL SCREENING FOR MALIGNANT NEOPLASMS OF THE RESPIRATORY ORGANS""|1",,,,
"V760|""DRIVER OF BUS INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V761|""SCREENING FOR MALIGNANT NEOPLASMS OF THE BREAST""|1",,,,
"V761|""PASSENGER ON BUS INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V762|""SCREENING FOR MALIGNANT NEOPLASMS OF THE CERVIX""|1",,,,
"V762|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V763|""SCREENING FOR MALIGNANT NEOPLASMS OF THE BLADDER""|1",,,,
"V763|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V764|""SPECIAL SCREENING FOR MALIGNANT NEOPLASMS OF OTHER SITES""|1",,,,
"V764|""PERSON BOARDING OR ALIGHTING FROM BUS INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE""|2",,,,
"V765|""SPECIAL SCREENING FOR MALIGNANT NEOPLASMS"," INTESTINE""|1",,,
"V765|""DRIVER OF BUS INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V769|""SCREENING FOR UNSPECIFIED MALIGNANT NEOPLASMS""|1",,,,
"V769|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V77|""SPECIAL SCREENING FOR ENDOCRINE", NUTRITIONAL, METABOLIC," AND IMMUNITY DISORDERS""|1",
"V77|""BUS OCCUPANT INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT""|2",,,,
"V770|""SCREENING FOR THYROID DISORDERS""|1",,,,
"V770|""DRIVER OF BUS INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V771|""SCREENING FOR DIABETES MELLITUS""|1",,,,
"V771|""PASSENGER ON BUS INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V772|""SCREENING FOR MALNUTRITION""|1",,,,
"V772|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V773|""SCREENING FOR PHENYLKETONURIA (PKU)""|1",,,,
"V773|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V774|""SCREENING FOR GALACTOSEMIA""|1",,,,
"V774|""PERSON BOARDING OR ALIGHTING FROM BUS INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT""|2",,,,
"V775|""SCREENING FOR GOUT""|1",,,,
"V775|""DRIVER OF BUS INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V776|""SCREENING FOR CYSTIC FIBROSIS""|1",,,,
"V776|""PASSENGER ON BUS INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V777|""SCREENING FOR OTHER INBORN ERRORS OF METABOLISM""|1",,,,
"V777|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V779|""SCREENING FOR OTHER AND UNSPECIFIED ENDOCRINE", NUTRITIONAL," METABOLIC AND IMMUNITY DISORDERS""|1",,
"V779|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V78|""SPECIAL SCREENING FOR DISORDERS OF BLOOD AND BLOOD-FORMING ORGANS""|1",,,,
"V78|""BUS OCCUPANT INJURED IN NONCOLLISION TRANSPORT ACCIDENT""|2",,,,
"V780|""SCREENING FOR IRON DEFICIENCY ANEMIA""|1",,,,
"V780|""DRIVER OF BUS INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V781|""SCREENING FOR OTHER AND UNSPECIFIED DEFICIENCY ANEMIA""|1",,,,
"V781|""PASSENGER ON BUS INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V782|""SCREENING FOR SICKLE-CELL DISEASE OR TRAIT""|1",,,,
"V782|""PERSON ON OUTSIDE OF BUS INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V783|""SCREENING FOR OTHER HEMOGLOBINOPATHIES""|1",,,,
"V783|""UNSPECIFIED OCCUPANT OF BUS INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V789|""SCREENING FOR UNSPECIFIED DISORDER OF BLOOD AND BLOOD-FORMING ORGANS""|1",,,,
"V789|""UNSPECIFIED OCCUPANT OF BUS INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN TRAFFIC ACCIDENT""|2",,,,
"V79|""SPECIAL SCREENING FOR MENTAL DISORDERS AND DEVELOPMENTAL HANDICAPS""|1",,,,
"V79|""BUS OCCUPANT INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS""|2",,,,
"V790|""SCREENING FOR DEPRESSION""|1",,,,
"V790|""DRIVER OF BUS INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V791|""SCREENING FOR ALCOHOLISM""|1",,,,
"V791|""PASSENGER ON BUS INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V792|""SPECIAL SCREENING FOR INTELLECTUAL DISABILITIES""|1",,,,
"V792|""UNSPECIFIED BUS OCCUPANT INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V793|""SCREENING FOR DEVELOPMENTAL HANDICAPS IN EARLY CHILDHOOD""|1",,,,
"V793|""BUS OCCUPANT (DRIVER) (PASSENGER) INJURED IN UNSPECIFIED NONTRAFFIC ACCIDENT""|2",,,,
"V798|""SCREENING FOR OTHER SPECIFIED MENTAL DISORDERS AND DEVELOPMENTAL HANDICAPS""|1",,,,
"V798|""BUS OCCUPANT (DRIVER) (PASSENGER) INJURED IN OTHER SPECIFIED TRANSPORT ACCIDENTS""|2",,,,
"V799|""SCREENING FOR UNSPECIFIED MENTAL DISORDER AND DEVELOPMENTAL HANDICAP""|1",,,,
"V799|""BUS OCCUPANT (DRIVER) (PASSENGER) INJURED IN UNSPECIFIED TRAFFIC ACCIDENT""|2",,,,
"V80|""SPECIAL SCREENING FOR NEUROLOGICAL", EYE," AND EAR DISEASES""|1",,
"V80|""ANIMAL-RIDER OR OCCUPANT OF ANIMAL-DRAWN VEHICLE INJURED IN TRANSPORT ACCIDENT""|2",,,,
"V800|""SPECIAL SCREENING FOR NEUROLOGICAL CONDITIONS""|1",,,,
"V800|""ANIMAL-RIDER OR OCCUPANT OF ANIMAL DRAWN VEHICLE INJURED BY FALL FROM OR BEING THROWN FROM ANIMAL OR ANIMAL-DRAWN VEHICLE IN NONCOLLISION ACCIDENT""|2",,,,
"V8001|""SPECIAL SCREENING FOR TRAUMATIC BRAIN INJURY""|1",,,,
"V8001|""ANIMAL-RIDER INJURED BY FALL FROM OR BEING THROWN FROM ANIMAL IN NONCOLLISION ACCIDENT""|2",,,,
"V801|""SCREENING FOR GLAUCOMA""|1",,,,
"V801|""ANIMAL-RIDER OR OCCUPANT OF ANIMAL-DRAWN VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL""|2",,,,
"V802|""SCREENING FOR OTHER EYE CONDITIONS""|1",,,,
"V802|""ANIMAL-RIDER OR OCCUPANT OF ANIMAL-DRAWN VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE""|2",,,,
"V803|""SCREENING FOR EAR DISEASES""|1",,,,
"V803|""ANIMAL-RIDER OR OCCUPANT OF ANIMAL-DRAWN VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE""|2",,,,
"V81|""SPECIAL SCREENING FOR CARDIOVASCULAR", RESPIRATORY," AND GENITOURINARY DISEASES""|1",,
"V81|""OCCUPANT OF RAILWAY TRAIN OR RAILWAY VEHICLE INJURED IN TRANSPORT ACCIDENT""|2",,,,
"V810|""SCREENING FOR ISCHEMIC HEART DISEASE""|1",,,,
"V810|""OCCUPANT OF RAILWAY TRAIN OR RAILWAY VEHICLE INJURED IN COLLISION WITH MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V811|""SCREENING FOR HYPERTENSION""|1",,,,
"V811|""OCCUPANT OF RAILWAY TRAIN OR RAILWAY VEHICLE INJURED IN COLLISION WITH MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V812|""SCREENING FOR OTHER AND UNSPECIFIED CARDIOVASCULAR CONDITIONS""|1",,,,
"V812|""OCCUPANT OF RAILWAY TRAIN OR RAILWAY VEHICLE INJURED IN COLLISION WITH OR HIT BY ROLLING STOCK""|2",,,,
"V813|""SCREENING FOR CHRONIC BRONCHITIS AND EMPHYSEMA""|1",,,,
"V813|""OCCUPANT OF RAILWAY TRAIN OR RAILWAY VEHICLE INJURED IN COLLISION WITH OTHER OBJECT""|2",,,,
"V814|""SCREENING FOR OTHER AND UNSPECIFIED RESPIRATORY CONDITIONS""|1",,,,
"V814|""PERSON INJURED WHILE BOARDING OR ALIGHTING FROM RAILWAY TRAIN OR RAILWAY VEHICLE""|2",,,,
"V815|""SCREENING FOR NEPHROPATHY""|1",,,,
"V815|""OCCUPANT OF RAILWAY TRAIN OR RAILWAY VEHICLE INJURED BY FALL IN RAILWAY TRAIN OR RAILWAY VEHICLE""|2",,,,
"V816|""SCREENING FOR OTHER AND UNSPECIFIED GENITOURINARY CONDITIONS""|1",,,,
"V816|""OCCUPANT OF RAILWAY TRAIN OR RAILWAY VEHICLE INJURED BY FALL FROM RAILWAY TRAIN OR RAILWAY VEHICLE""|2",,,,
"V82|""SPECIAL SCREENING FOR OTHER CONDITIONS""|1",,,,
"V82|""OCCUPANT OF POWERED STREETCAR INJURED IN TRANSPORT ACCIDENT""|2",,,,
"V820|""SCREENING FOR SKIN CONDITIONS""|1",,,,
"V820|""OCCUPANT OF STREETCAR INJURED IN COLLISION WITH MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V821|""SCREENING FOR RHEUMATOID ARTHRITIS""|1",,,,
"V821|""OCCUPANT OF STREETCAR INJURED IN COLLISION WITH MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V822|""SCREENING FOR OTHER RHEUMATIC DISORDERS""|1",,,,
"V822|""OCCUPANT OF STREETCAR INJURED IN COLLISION WITH OR HIT BY ROLLING STOCK""|2",,,,
"V823|""SCREENING FOR CONGENITAL DISLOCATION OF HIP""|1",,,,
"V823|""OCCUPANT OF STREETCAR INJURED IN COLLISION WITH OTHER OBJECT""|2",,,,
"V824|""MATERNAL POSTNATAL SCREENING FOR CHROMOSOMAL ANOMALIES""|1",,,,
"V824|""PERSON INJURED WHILE BOARDING OR ALIGHTING FROM STREETCAR""|2",,,,
"V825|""SCREENING FOR CHEMICAL POISONING AND OTHER CONTAMINATION""|1",,,,
"V825|""OCCUPANT OF STREETCAR INJURED BY FALL IN STREETCAR""|2",,,,
"V826|""MULTIPHASIC SCREENING""|1",,,,
"V826|""OCCUPANT OF STREETCAR INJURED BY FALL FROM STREETCAR""|2",,,,
"V827|""GENETIC SCREENING""|1",,,,
"V827|""OCCUPANT OF STREETCAR INJURED IN DERAILMENT WITHOUT ANTECEDENT COLLISION""|2",,,,
"V828|""SCREENING FOR OTHER SPECIFIED CONDITIONS""|1",,,,
"V828|""OCCUPANT OF STREETCAR INJURED IN OTHER SPECIFIED TRANSPORT ACCIDENTS""|2",,,,
"V829|""SCREENING FOR UNSPECIFIED CONDITION""|1",,,,
"V829|""OCCUPANT OF STREETCAR INJURED IN UNSPECIFIED TRAFFIC ACCIDENT""|2",,,,
"V83|""GENETIC CARRIER STATUS""|1",,,,
"V83|""OCCUPANT OF SPECIAL VEHICLE MAINLY USED ON INDUSTRIAL PREMISES INJURED IN TRANSPORT ACCIDENT""|2",,,,
"V830|""HEMOPHILIA A CARRIER""|1",,,,
"V830|""DRIVER OF SPECIAL INDUSTRIAL VEHICLE INJURED IN TRAFFIC ACCIDENT""|2",,,,
"V84|""GENETIC SUSCEPTIBILITY TO DISEASE""|1",,,,
"V84|""OCCUPANT OF SPECIAL VEHICLE MAINLY USED IN AGRICULTURE INJURED IN TRANSPORT ACCIDENT""|2",,,,
"V840|""GENETIC SUSCEPTIBILITY TO MALIGNANT NEOPLASM""|1",,,,
"V840|""DRIVER OF SPECIAL AGRICULTURAL VEHICLE INJURED IN TRAFFIC ACCIDENT""|2",,,,
"V85|""BODY MASS INDEX [BMI]""|1",,,,
"V85|""OCCUPANT OF SPECIAL CONSTRUCTION VEHICLE INJURED IN TRANSPORT ACCIDENT""|2",,,,
"V850|""BODY MASS INDEX LESS THAN 19"," ADULT""|1",,,
"V850|""DRIVER OF SPECIAL CONSTRUCTION VEHICLE INJURED IN TRAFFIC ACCIDENT""|2",,,,
"V851|""BODY MASS INDEX BETWEEN 19-24"," ADULT""|1",,,
"V851|""PASSENGER OF SPECIAL CONSTRUCTION VEHICLE INJURED IN TRAFFIC ACCIDENT""|2",,,,
"V852|""BODY MASS INDEX BETWEEN 25-29"," ADULT""|1",,,
"V852|""PERSON ON OUTSIDE OF SPECIAL CONSTRUCTION VEHICLE INJURED IN TRAFFIC ACCIDENT""|2",,,,
"V853|""BODY MASS INDEX BETWEEN 30-39"," ADULT""|1",,,
"V853|""UNSPECIFIED OCCUPANT OF SPECIAL CONSTRUCTION VEHICLE INJURED IN TRAFFIC ACCIDENT""|2",,,,
"V854|""BODY MASS INDEX 40 AND OVER"," ADULT""|1",,,
"V854|""PERSON INJURED WHILE BOARDING OR ALIGHTING FROM SPECIAL CONSTRUCTION VEHICLE""|2",,,,
"V855|""BODY MASS INDEX"," PEDIATRIC""|1",,,
"V855|""DRIVER OF SPECIAL CONSTRUCTION VEHICLE INJURED IN NONTRAFFIC ACCIDENT""|2",,,,
"V86|""ESTROGEN RECEPTOR STATUS""|1",,,,
"V86|""OCCUPANT OF SPECIAL ALL-TERRAIN OR OTHER OFF-ROAD MOTOR VEHICLE"," INJURED IN TRANSPORT ACCIDENT""|2",,,
"V860|""ESTROGEN RECEPTOR POSITIVE STATUS [ER+]""|1",,,,
"V860|""DRIVER OF SPECIAL ALL-TERRAIN OR OTHER OFF-ROAD MOTOR VEHICLE INJURED IN TRAFFIC ACCIDENT""|2",,,,
"V861|""ESTROGEN RECEPTOR NEGATIVE STATUS [ER-]""|1",,,,
"V861|""PASSENGER OF SPECIAL ALL-TERRAIN OR OTHER OFF-ROAD MOTOR VEHICLE INJURED IN TRAFFIC ACCIDENT""|2",,,,
"V87|""OTHER SPECIFIED PERSONAL EXPOSURES AND HISTORY PRESENTING HAZARDS TO HEALTH""|1",,,,
"V87|""TRAFFIC ACCIDENT OF SPECIFIED TYPE BUT VICTIM'S MODE OF TRANSPORT UNKNOWN""|2",,,,
"V870|""CONTACT WITH AND (SUSPECTED) EXPOSURE TO HAZARDOUS METALS""|1",,,,
"V870|""PERSON INJURED IN COLLISION BETWEEN CAR AND TWO- OR THREE-WHEELED POWERED VEHICLE (TRAFFIC)""|2",,,,
"V871|""CONTACT WITH AND (SUSPECTED) EXPOSURE TO HAZARDOUS AROMATIC COMPOUNDS""|1",,,,
"V871|""PERSON INJURED IN COLLISION BETWEEN OTHER MOTOR VEHICLE AND TWO- OR THREE-WHEELED MOTOR VEHICLE (TRAFFIC)""|2",,,,
"V872|""CONTACT WITH AND (SUSPECTED) EXPOSURE TO OTHER POTENTIALLY HAZARDOUS CHEMICALS""|1",,,,
"V872|""PERSON INJURED IN COLLISION BETWEEN CAR AND PICK-UP TRUCK OR VAN (TRAFFIC)""|2",,,,
"V873|""CONTACT WITH AND (SUSPECTED ) EXPOSURE TO OTHER POTENTIALLY HAZARDOUS SUBSTANCES""|1",,,,
"V873|""PERSON INJURED IN COLLISION BETWEEN CAR AND BUS (TRAFFIC)""|2",,,,
"V874|""PERSONAL HISTORY OF DRUG THERAPY""|1",,,,
"V874|""PERSON INJURED IN COLLISION BETWEEN CAR AND HEAVY TRANSPORT VEHICLE (TRAFFIC)""|2",,,,
"V88|""ACQUIRED ABSENCE OF OTHER ORGANS AND TISSUE""|1",,,,
"V88|""NONTRAFFIC ACCIDENT OF SPECIFIED TYPE BUT VICTIM'S MODE OF TRANSPORT UNKNOWN""|2",,,,
"V880|""ACQUIRED ABSENCE OF CERVIX AND UTERUS""|1",,,,
"V880|""PERSON INJURED IN COLLISION BETWEEN CAR AND TWO- OR THREE-WHEELED MOTOR VEHICLE"," NONTRAFFIC""|2",,,
"V881|""ACQUIRED ABSENCE OF PANCREAS""|1",,,,
"V881|""PERSON INJURED IN COLLISION BETWEEN OTHER MOTOR VEHICLE AND TWO- OR THREE-WHEELED MOTOR VEHICLE"," NONTRAFFIC""|2",,,
"V882|""ACQUIRED ABSENCE OF JOINT""|1",,,,
"V882|""PERSON INJURED IN COLLISION BETWEEN CAR AND PICK-UP TRUCK OR VAN"," NONTRAFFIC""|2",,,
"V89|""OTHER SUSPECTED CONDITIONS NOT FOUND""|1",,,,
"V89|""MOTOR- OR NONMOTOR-VEHICLE ACCIDENT"," TYPE OF VEHICLE UNSPECIFIED""|2",,,
"V890|""SUSPECTED MATERNAL AND FETAL CONDITIONS NOT FOUND""|1",,,,
"V890|""PERSON INJURED IN UNSPECIFIED MOTOR-VEHICLE ACCIDENT"," NONTRAFFIC""|2",,,
"V892|""SPCIAL SCRNING FOR OTHER CONDITNS-UNSPECIFD CONDITN""|1",,,,
"V892|""PERSON INJURED IN UNSPECIFIED MOTOR-VEHICLE ACCIDENT"," TRAFFIC""|2",,,
"V90|""RETAINED FOREIGN BODY""|1",,,,
"V90|""DROWNING AND SUBMERSION DUE TO ACCIDENT TO WATERCRAFT""|2",,,,
"V900|""RETAINED RADIOACTIVE FRAGMENT""|1",,,,
"V900|""DROWNING AND SUBMERSION DUE TO WATERCRAFT OVERTURNING""|2",,,,
"V9001|""RETAINED DEPLETED URANIUM FRAGMENTS""|1",,,,
"V9001|""DROWNING AND SUBMERSION DUE TO PASSENGER SHIP OVERTURNING""|2",,,,
"V9009|""OTHER RETAINED RADIOACTIVE FRAGMENTS""|1",,,,
"V9009|""DROWNING AND SUBMERSION DUE TO UNSPECIFIED WATERCRAFT OVERTURNING""|2",,,,
"V901|""RETAINED METAL FRAGMENTS""|1",,,,
"V901|""DROWNING AND SUBMERSION DUE TO WATERCRAFT SINKING""|2",,,,
"V9010|""RETAINED METAL FRAGMENTS"," UNSPECIFIED""|1",,,
"V9010|""DROWNING AND SUBMERSION DUE TO MERCHANT SHIP SINKING""|2",,,,
"V9011|""RETAINED MAGNETIC METAL FRAGMENTS""|1",,,,
"V9011|""DROWNING AND SUBMERSION DUE TO PASSENGER SHIP SINKING""|2",,,,
"V9012|""RETAINED NONMAGNETIC METAL FRAGMENTS""|1",,,,
"V9012|""DROWNING AND SUBMERSION DUE TO FISHING BOAT SINKING""|2",,,,
"V902|""RETAINED PLASTIC FRAGMENTS""|1",,,,
"V902|""DROWNING AND SUBMERSION DUE TO FALLING OR JUMPING FROM BURNING WATERCRAFT""|2",,,,
"V903|""RETAINED ORGANIC FRAGMENTS""|1",,,,
