|Count|ICD10|ICD10_desc
40869|14|T8549|OTHER MECHANICAL COMPLICATION OF BREAST PROSTHESIS AND IMPLANT
40868|14|W35XXXD|EXPLOSION AND RUPTURE OF BOILER, SUBSEQUENT ENCOUNTER
40867|14|Z5681|SEXUAL HARASSMENT ON THE JOB
40866|14|T84013S|BROKEN INTERNAL LEFT KNEE PROSTHESIS, SEQUELA
40865|14|T7841XS|ARTHUS PHENOMENON, SEQUELA
40864|14|T8386XD|THROMBOSIS DUE TO GENITOURINARY PROSTHETIC DEVICES, IMPLANTS AND GRAFTS, SUBSEQUENT ENCOUNTER
40863|14|T84190D|OTHER MECHANICAL COMPLICATION OF INTERNAL FIXATION DEVICE OF RIGHT HUMERUS, SUBSEQUENT ENCOUNTER
40861|14|T82512A|BREAKDOWN (MECHANICAL) OF ARTIFICIAL HEART, INITIAL ENCOUNTER
40875|14|T84058D|PERIPROSTHETIC OSTEOLYSIS OF OTHER INTERNAL PROSTHETIC JOINT, SUBSEQUENT ENCOUNTER
40860|14|T7401XD|ADULT NEGLECT OR ABANDONMENT, CONFIRMED, SUBSEQUENT ENCOUNTER
40859|14|Z34|ENCOUNTER FOR SUPERVISION OF NORMAL PREGNANCY
40858|14|W2101XA|STRUCK BY FOOTBALL, INITIAL ENCOUNTER
40857|14|W132XXS|FALL FROM, OUT OF OR THROUGH ROOF, SEQUELA
40856|14|V826XXD|OCCUPANT OF STREETCAR INJURED BY FALL FROM STREETCAR, SUBSEQUENT ENCOUNTER
40855|14|T82511D|BREAKDOWN (MECHANICAL) OF SURGICALLY CREATED ARTERIOVENOUS SHUNT, SUBSEQUENT ENCOUNTER
40854|14|T8429|OTHER MECHANICAL COMPLICATION OF INTERNAL FIXATION DEVICE OF OTHER BONES
40853|14|W2102XA|STRUCK BY SOCCER BALL, INITIAL ENCOUNTER
40852|14|T8325XA|EXPOSURE OF GRAFT OF URINARY ORGAN, INITIAL ENCOUNTER
40851|14|Z8911|ACQUIRED ABSENCE OF HAND
41070|14|M60279|FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED, UNSPECIFIED ANKLE AND FOOT
40874|14|T82390D|OTHER MECHANICAL COMPLICATION OF AORTIC (BIFURCATION) GRAFT (REPLACEMENT), SUBSEQUENT ENCOUNTER
40876|14|W5501|BITTEN BY CAT
40902|14|S62363B|NONDISPLACED FRACTURE OF NECK OF THIRD METACARPAL BONE, LEFT HAND, INITIAL ENCOUNTER FOR OPEN FRACTURE
40890|14|S66909D|UNSPECIFIED INJURY OF UNSPECIFIED MUSCLE, FASCIA AND TENDON AT WRIST AND HAND LEVEL, UNSPECIFIED HAND, SUBSEQUENT ENCOUNTER
40901|14|S66517A|STRAIN OF INTRINSIC MUSCLE, FASCIA AND TENDON OF LEFT LITTLE FINGER AT WRIST AND HAND LEVEL, INITIAL ENCOUNTER
40900|14|S61112S|LACERATION WITHOUT FOREIGN BODY OF LEFT THUMB WITH DAMAGE TO NAIL, SEQUELA
40899|14|S62136A|NONDISPLACED FRACTURE OF CAPITATE [OS MAGNUM] BONE, UNSPECIFIED WRIST, INITIAL ENCOUNTER FOR CLOSED FRACTURE
40898|14|S6682|LACERATION OF OTHER SPECIFIED MUSCLES, FASCIA AND TENDONS AT WRIST AND HAND LEVEL
40897|14|S61238D|PUNCTURE WOUND WITHOUT FOREIGN BODY OF OTHER FINGER WITHOUT DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
40896|14|S62339P|DISPLACED FRACTURE OF NECK OF UNSPECIFIED METACARPAL BONE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
40895|14|S62185S|NONDISPLACED FRACTURE OF TRAPEZOID [SMALLER MULTANGULAR], LEFT WRIST, SEQUELA
40894|14|S63491A|TRAUMATIC RUPTURE OF OTHER LIGAMENT OF LEFT INDEX FINGER AT METACARPOPHALANGEAL AND INTERPHALANGEAL JOINT, INITIAL ENCOUNTER
40893|14|S62656P|NONDISPLACED FRACTURE OF MIDDLE PHALANX OF RIGHT LITTLE FINGER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
40892|14|S62334S|DISPLACED FRACTURE OF NECK OF FOURTH METACARPAL BONE, RIGHT HAND, SEQUELA
40891|14|S62357G|NONDISPLACED FRACTURE OF SHAFT OF FIFTH METACARPAL BONE, LEFT HAND, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
40889|14|S60945D|UNSPECIFIED SUPERFICIAL INJURY OF LEFT RING FINGER, SUBSEQUENT ENCOUNTER
40877|14|T8182XS|EMPHYSEMA (SUBCUTANEOUS) RESULTING FROM A PROCEDURE, SEQUELA
40888|14|S62032B|DISPLACED FRACTURE OF PROXIMAL THIRD OF NAVICULAR [SCAPHOID] BONE OF LEFT WRIST, INITIAL ENCOUNTER FOR OPEN FRACTURE
40887|14|S63493A|TRAUMATIC RUPTURE OF OTHER LIGAMENT OF LEFT MIDDLE FINGER AT METACARPOPHALANGEAL AND INTERPHALANGEAL JOINT, INITIAL ENCOUNTER
40886|14|S61234D|PUNCTURE WOUND WITHOUT FOREIGN BODY OF RIGHT RING FINGER WITHOUT DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
40885|14|S63202D|UNSPECIFIED SUBLUXATION OF RIGHT MIDDLE FINGER, SUBSEQUENT ENCOUNTER
40884|14|S66812S|STRAIN OF OTHER SPECIFIED MUSCLES, FASCIA AND TENDONS AT WRIST AND HAND LEVEL, LEFT HAND, SEQUELA
40883|14|T69029D|IMMERSION FOOT, UNSPECIFIED FOOT, SUBSEQUENT ENCOUNTER
40882|14|T80319A|ABO INCOMPATIBILITY WITH HEMOLYTIC TRANSFUSION REACTION, UNSPECIFIED, INITIAL ENCOUNTER
40881|14|T8521XS|BREAKDOWN (MECHANICAL) OF INTRAOCULAR LENS, SEQUELA
40880|14|T82211D|BREAKDOWN (MECHANICAL) OF CORONARY ARTERY BYPASS GRAFT, SUBSEQUENT ENCOUNTER
40879|14|T82111S|BREAKDOWN (MECHANICAL) OF CARDIAC PULSE GENERATOR (BATTERY), SEQUELA
40878|14|W378XXD|EXPLOSION AND RUPTURE OF OTHER PRESSURIZED TIRE, PIPE OR HOSE, SUBSEQUENT ENCOUNTER
40959|14|S79009D|UNSPECIFIED PHYSEAL FRACTURE OF UPPER END OF UNSPECIFIED FEMUR, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
40904|14|S62502|FRACTURE OF UNSPECIFIED PHALANX OF LEFT THUMB
40961|14|S72134S|NONDISPLACED APOPHYSEAL FRACTURE OF RIGHT FEMUR, SEQUELA
41030|14|H15849|SCLERAL ECTASIA, UNSPECIFIED EYE
41041|14|M0005|STAPHYLOCOCCAL ARTHRITIS, HIP
41040|14|H4033|GLAUCOMA SECONDARY TO EYE TRAUMA, BILATERAL
41039|14|H9323|HYPERACUSIS
41038|14|H11141|CONJUNCTIVAL XEROSIS, UNSPECIFIED, RIGHT EYE
41037|14|H0113|ECZEMATOUS DERMATITIS OF EYELID
41036|14|J45|ASTHMA
41035|14|H35172|RETROLENTAL FIBROPLASIA, LEFT EYE
41034|14|I80239|PHLEBITIS AND THROMBOPHLEBITIS OF UNSPECIFIED TIBIAL VEIN
41033|14|I825Z|CHRONIC EMBOLISM AND THROMBOSIS OF UNSPECIFIED DEEP VEINS OF DISTAL LOWER EXTREMITY
41032|14|H6100|UNSPECIFIED PERICHONDRITIS OF EXTERNAL EAR
41031|14|I69843|MONOPLEGIA OF LOWER LIMB FOLLOWING OTHER CEREBROVASCULAR DISEASE AFFECTING RIGHT NON-DOMINANT SIDE
41029|14|H05041|TENONITIS OF RIGHT ORBIT
41044|14|M10|GOUT
41028|14|H02023|MECHANICAL ENTROPION OF RIGHT EYE, UNSPECIFIED EYELID
41027|14|I8703|POSTTHROMBOTIC SYNDROME WITH ULCER AND INFLAMMATION
41026|14|H4042|GLAUCOMA SECONDARY TO EYE INFLAMMATION, LEFT EYE
41025|14|H93221|DIPLACUSIS, RIGHT EAR
41024|14|H1841|ARCUS SENILIS
41023|14|H21222|DEGENERATION OF CILIARY BODY, LEFT EYE
41022|14|H61313|ACQUIRED STENOSIS OF EXTERNAL EAR CANAL SECONDARY TO TRAUMA, BILATERAL
41021|14|H27123|ANTERIOR DISLOCATION OF LENS, BILATERAL
41020|14|H61319|ACQUIRED STENOSIS OF EXTERNAL EAR CANAL SECONDARY TO TRAUMA, UNSPECIFIED EAR
41019|14|H21243|DEGENERATION OF PUPILLARY MARGIN, BILATERAL
41018|14|I70591|OTHER ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES, RIGHT LEG
41043|14|K08113|COMPLETE LOSS OF TEETH DUE TO TRAUMA, CLASS III
41045|14|M08941|JUVENILE ARTHRITIS, UNSPECIFIED, RIGHT HAND
41016|14|H18039|CORNEAL DEPOSITS IN METABOLIC DISORDERS, UNSPECIFIED EYE
41059|14|M08271|JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, RIGHT ANKLE AND FOOT
40962|14|S72451E|DISPLACED SUPRACONDYLAR FRACTURE WITHOUT INTRACONDYLAR EXTENSION OF LOWER END OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
41069|14|M05079|FELTY'S SYNDROME, UNSPECIFIED ANKLE AND FOOT
41068|14|M6251|MUSCLE WASTING AND ATROPHY, NOT ELSEWHERE CLASSIFIED, SHOULDER
41067|14|M1A0191|IDIOPATHIC CHRONIC GOUT, UNSPECIFIED SHOULDER, WITH TOPHUS (TOPHI)
41066|14|M62222|NONTRAUMATIC ISCHEMIC INFARCTION OF MUSCLE, LEFT UPPER ARM
41065|14|J84843|ALVEOLAR CAPILLARY DYSPLASIA WITH VEIN MISALIGNMENT
41064|14|M25174|FISTULA, RIGHT FOOT
41063|14|M25139|FISTULA, UNSPECIFIED WRIST
41062|14|M1A10X1|LEAD-INDUCED CHRONIC GOUT, UNSPECIFIED SITE, WITH TOPHUS (TOPHI)
41061|14|M08211|JUVENILE RHEUMATOID ARTHRITIS WITH SYSTEMIC ONSET, RIGHT SHOULDER
41060|14|M05329|RHEUMATOID HEART DISEASE WITH RHEUMATOID ARTHRITIS OF UNSPECIFIED ELBOW
41058|14|M1A10X0|LEAD-INDUCED CHRONIC GOUT, UNSPECIFIED SITE, WITHOUT TOPHUS (TOPHI)
41046|14|M10219|DRUG-INDUCED GOUT, UNSPECIFIED SHOULDER
41057|14|M12219|VILLONODULAR SYNOVITIS (PIGMENTED), UNSPECIFIED SHOULDER
41056|14|M05412|RHEUMATOID MYOPATHY WITH RHEUMATOID ARTHRITIS OF LEFT SHOULDER
41055|14|M08049|UNSPECIFIED JUVENILE RHEUMATOID ARTHRITIS, UNSPECIFIED HAND
41054|14|L97804|NON-PRESSURE CHRONIC ULCER OF OTHER PART OF UNSPECIFIED LOWER LEG WITH NECROSIS OF BONE
41053|14|L97805|NON-PRESSURE CHRONIC ULCER OF OTHER PART OF UNSPECIFIED LOWER LEG WITH MUSCLE INVOLVEMENT WITHOUT EVIDENCE OF NECROSIS
41052|14|K31A22|GASTRIC INTESTINAL METAPLASIA WITH HIGH GRADE DYSPLASIA
41051|14|M61152|MYOSITIS OSSIFICANS PROGRESSIVA, LEFT THIGH
41050|14|M47013|ANTERIOR SPINAL ARTERY COMPRESSION SYNDROMES, CERVICOTHORACIC REGION
41049|14|M2325|DERANGEMENT OF POSTERIOR HORN OF LATERAL MENISCUS DUE TO OLD TEAR OR INJURY
41048|14|M1A0510|IDIOPATHIC CHRONIC GOUT, RIGHT HIP, WITHOUT TOPHUS (TOPHI)
41047|14|L97208|NON-PRESSURE CHRONIC ULCER OF UNSPECIFIED CALF WITH OTHER SPECIFIED SEVERITY
41017|14|I70545|ATHEROSCLEROSIS OF NONAUTOLOGOUS BIOLOGICAL BYPASS GRAFT(S) OF THE LEFT LEG WITH ULCERATION OF OTHER PART OF FOOT
41042|14|M61162|MYOSITIS OSSIFICANS PROGRESSIVA, LEFT LOWER LEG
40977|14|S82843J|DISPLACED BIMALLEOLAR FRACTURE OF UNSPECIFIED LOWER LEG, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH DELAYED HEALING
40974|14|S92256S|NONDISPLACED FRACTURE OF NAVICULAR [SCAPHOID] OF UNSPECIFIED FOOT, SEQUELA
40987|14|S83114D|ANTERIOR DISLOCATION OF PROXIMAL END OF TIBIA, RIGHT KNEE, SUBSEQUENT ENCOUNTER
40986|14|S92132P|DISPLACED FRACTURE OF POSTERIOR PROCESS OF LEFT TALUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
40985|14|S91141D|PUNCTURE WOUND WITH FOREIGN BODY OF RIGHT GREAT TOE WITHOUT DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
40983|14|S92344|NONDISPLACED FRACTURE OF FOURTH METATARSAL BONE, RIGHT FOOT
40982|14|S93145S|SUBLUXATION OF METATARSOPHALANGEAL JOINT OF LEFT LESSER TOE(S), SEQUELA
40981|14|S8802|PARTIAL TRAUMATIC AMPUTATION AT KNEE LEVEL
40980|14|S83113S|ANTERIOR SUBLUXATION OF PROXIMAL END OF TIBIA, UNSPECIFIED KNEE, SEQUELA
40979|14|S90425S|BLISTER (NONTHERMAL), LEFT LESSER TOE(S), SEQUELA
40978|14|S92522K|DISPLACED FRACTURE OF MIDDLE PHALANX OF LEFT LESSER TOE(S), SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
40976|14|S9712|CRUSHING INJURY OF LESSER TOE(S)
40975|14|S82839K|OTHER FRACTURE OF UPPER AND LOWER END OF UNSPECIFIED FIBULA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
40973|14|S91322S|LACERATION WITH FOREIGN BODY, LEFT FOOT, SEQUELA
40989|14|S92112P|DISPLACED FRACTURE OF NECK OF LEFT TALUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
40972|14|S80262S|INSECT BITE (NONVENOMOUS), LEFT KNEE, SEQUELA
40971|14|S82209N|UNSPECIFIED FRACTURE OF SHAFT OF UNSPECIFIED TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH NONUNION
40970|14|S82024K|NONDISPLACED LONGITUDINAL FRACTURE OF RIGHT PATELLA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
40969|14|S82262E|DISPLACED SEGMENTAL FRACTURE OF SHAFT OF LEFT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
40968|14|S72346Q|NONDISPLACED SPIRAL FRACTURE OF SHAFT OF UNSPECIFIED FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH MALUNION
40967|14|S82432G|DISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT FIBULA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
40966|14|S72446D|NONDISPLACED FRACTURE OF LOWER EPIPHYSIS (SEPARATION) OF UNSPECIFIED FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
40965|14|S7721XA|CRUSHING INJURY OF RIGHT HIP WITH THIGH, INITIAL ENCOUNTER
40964|14|S7400XS|INJURY OF SCIATIC NERVE AT HIP AND THIGH LEVEL, UNSPECIFIED LEG, SEQUELA
41015|14|H02864|HYPERTRICHOSIS OF LEFT UPPER EYELID
40963|14|S72052J|UNSPECIFIED FRACTURE OF HEAD OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH DELAYED HEALING
40988|14|S92819K|OTHER FRACTURE OF UNSPECIFIED FOOT, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
40984|14|S82843C|DISPLACED BIMALLEOLAR FRACTURE OF UNSPECIFIED LOWER LEG, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC
40990|14|S96119A|STRAIN OF MUSCLE AND TENDON OF LONG EXTENSOR MUSCLE OF TOE AT ANKLE AND FOOT LEVEL, UNSPECIFIED FOOT, INITIAL ENCOUNTER
41001|14|S91312|LACERATION WITHOUT FOREIGN BODY, LEFT FOOT
41014|14|H31122|DIFFUSE SECONDARY ATROPHY OF CHOROID, LEFT EYE
41013|14|H2610|UNSPECIFIED TRAUMATIC CATARACT
41012|14|H31313|EXPULSIVE CHOROIDAL HEMORRHAGE, BILATERAL
41011|14|H59342|POSTPROCEDURAL HEMATOMA OF LEFT EYE AND ADNEXA FOLLOWING OTHER PROCEDURE
41010|14|H0581|CYST OF ORBIT
41009|14|H628X9|OTHER DISORDERS OF EXTERNAL EAR IN DISEASES CLASSIFIED ELSEWHERE, UNSPECIFIED EAR
41008|14|H44602|UNSPECIFIED RETAINED (OLD) INTRAOCULAR FOREIGN BODY, MAGNETIC, LEFT EYE
41007|14|S82871H|DISPLACED PILON FRACTURE OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING
41005|14|S93115S|DISLOCATION OF INTERPHALANGEAL JOINT OF LEFT LESSER TOE(S), SEQUELA
41004|14|S8266|NONDISPLACED FRACTURE OF LATERAL MALLEOLUS OF UNSPECIFIED FIBULA
41003|14|S89122S|SALTER-HARRIS TYPE II PHYSEAL FRACTURE OF LOWER END OF LEFT TIBIA, SEQUELA
41002|14|S92113D|DISPLACED FRACTURE OF NECK OF UNSPECIFIED TALUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
41006|14|S82875S|NONDISPLACED PILON FRACTURE OF LEFT TIBIA, SEQUELA
41000|14|S92209B|FRACTURE OF UNSPECIFIED TARSAL BONE(S) OF UNSPECIFIED FOOT, INITIAL ENCOUNTER FOR OPEN FRACTURE
40996|14|S8609|OTHER SPECIFIED INJURY OF ACHILLES TENDON
40991|14|S90842A|EXTERNAL CONSTRICTION, LEFT FOOT, INITIAL ENCOUNTER
40993|14|S838X1|SPRAIN OF OTHER SPECIFIED PARTS OF RIGHT KNEE
40994|14|S91113D|LACERATION WITHOUT FOREIGN BODY OF UNSPECIFIED GREAT TOE WITHOUT DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
40995|14|S91203D|UNSPECIFIED OPEN WOUND OF UNSPECIFIED GREAT TOE WITH DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
40992|14|S92902|UNSPECIFIED FRACTURE OF LEFT FOOT
40997|14|S90455D|SUPERFICIAL FOREIGN BODY, LEFT LESSER TOE(S), SUBSEQUENT ENCOUNTER
40998|14|S92043G|DISPLACED OTHER FRACTURE OF TUBEROSITY OF UNSPECIFIED CALCANEUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
40999|14|S8902|SALTER-HARRIS TYPE II PHYSEAL FRACTURE OF UPPER END OF TIBIA
41608|13|T23059A|BURN OF UNSPECIFIED DEGREE OF UNSPECIFIED PALM, INITIAL ENCOUNTER
41596|13|T570X4S|TOXIC EFFECT OF ARSENIC AND ITS COMPOUNDS, UNDETERMINED, SEQUELA
41607|13|T2120XS|BURN OF SECOND DEGREE OF TRUNK, UNSPECIFIED SITE, SEQUELA
41606|13|T17920D|FOOD IN RESPIRATORY TRACT, PART UNSPECIFIED CAUSING ASPHYXIATION, SUBSEQUENT ENCOUNTER
41605|13|T562X1S|TOXIC EFFECT OF CHROMIUM AND ITS COMPOUNDS, ACCIDENTAL (UNINTENTIONAL), SEQUELA
41604|13|T38894A|POISONING BY OTHER HORMONES AND SYNTHETIC SUBSTITUTES, UNDETERMINED, INITIAL ENCOUNTER
41603|13|T384X6A|UNDERDOSING OF ORAL CONTRACEPTIVES, INITIAL ENCOUNTER
41602|13|T50Z15S|ADVERSE EFFECT OF IMMUNOGLOBULIN, SEQUELA
41601|13|T382X5S|ADVERSE EFFECT OF ANTITHYROID DRUGS, SEQUELA
41600|13|T23542A|CORROSION OF FIRST DEGREE OF MULTIPLE LEFT FINGERS (NAIL), INCLUDING THUMB, INITIAL ENCOUNTER
41599|13|T386X2A|POISONING BY ANTIGONADOTROPHINS, ANTIESTROGENS, ANTIANDROGENS, NOT ELSEWHERE CLASSIFIED, INTENTIONAL SELF-HARM, INITIAL ENCOUNTER
41598|13|T504X2A|POISONING BY DRUGS AFFECTING URIC ACID METABOLISM, INTENTIONAL SELF-HARM, INITIAL ENCOUNTER
41597|13|T48295D|ADVERSE EFFECT OF OTHER DRUGS ACTING ON MUSCLES, SUBSEQUENT ENCOUNTER
41637|13|S53005|UNSPECIFIED DISLOCATION OF LEFT RADIAL HEAD
41595|13|T391X4S|POISONING BY 4-AMINOPHENOL DERIVATIVES, UNDETERMINED, SEQUELA
41594|13|T2692XD|CORROSION OF LEFT EYE AND ADNEXA, PART UNSPECIFIED, SUBSEQUENT ENCOUNTER
41593|13|T63694A|TOXIC EFFECT OF CONTACT WITH OTHER VENOMOUS MARINE ANIMALS, UNDETERMINED, INITIAL ENCOUNTER
41592|13|T25722D|CORROSION OF THIRD DEGREE OF LEFT FOOT, SUBSEQUENT ENCOUNTER
41591|13|T561X1S|TOXIC EFFECT OF MERCURY AND ITS COMPOUNDS, ACCIDENTAL (UNINTENTIONAL), SEQUELA
41590|13|T5491XS|TOXIC EFFECT OF UNSPECIFIED CORROSIVE SUBSTANCE, ACCIDENTAL (UNINTENTIONAL), SEQUELA
41589|13|T39392D|POISONING BY OTHER NONSTEROIDAL ANTI-INFLAMMATORY DRUGS [NSAID], INTENTIONAL SELF-HARM, SUBSEQUENT ENCOUNTER
41588|13|T20211S|BURN OF SECOND DEGREE OF RIGHT EAR [ANY PART, EXCEPT EAR DRUM], SEQUELA
41587|13|T25029S|BURN OF UNSPECIFIED DEGREE OF UNSPECIFIED FOOT, SEQUELA
41586|13|T460X5S|ADVERSE EFFECT OF CARDIAC-STIMULANT GLYCOSIDES AND DRUGS OF SIMILAR ACTION, SEQUELA
41585|13|T25012S|BURN OF UNSPECIFIED DEGREE OF LEFT ANKLE, SEQUELA
41610|13|T405X2D|POISONING BY COCAINE, INTENTIONAL SELF-HARM, SUBSEQUENT ENCOUNTER
41584|13|T33011S|SUPERFICIAL FROSTBITE OF RIGHT EAR, SEQUELA
41609|13|T426X2|POISONING BY OTHER ANTIEPILEPTIC AND SEDATIVE-HYPNOTIC DRUGS, INTENTIONAL SELF-HARM
41636|13|S60417D|ABRASION OF LEFT LITTLE FINGER, SUBSEQUENT ENCOUNTER
41611|13|T63011D|TOXIC EFFECT OF RATTLESNAKE VENOM, ACCIDENTAL (UNINTENTIONAL), SUBSEQUENT ENCOUNTER
41625|13|S52255E|NONDISPLACED COMMINUTED FRACTURE OF SHAFT OF ULNA, LEFT ARM, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
41582|13|S99132A|SALTER-HARRIS TYPE III PHYSEAL FRACTURE OF LEFT METATARSAL, INITIAL ENCOUNTER FOR CLOSED FRACTURE
41635|13|S43122S|DISLOCATION OF LEFT ACROMIOCLAVICULAR JOINT, 100%-200% DISPLACEMENT, SEQUELA
41634|13|S55201A|UNSPECIFIED INJURY OF VEIN AT FOREARM LEVEL, RIGHT ARM, INITIAL ENCOUNTER
41633|13|S43036A|INFERIOR DISLOCATION OF UNSPECIFIED HUMERUS, INITIAL ENCOUNTER
41632|13|S5642|LACERATION OF EXTENSOR MUSCLE, FASCIA AND TENDON OF OTHER AND UNSPECIFIED FINGER AT FOREARM LEVEL
41631|13|S5700XA|CRUSHING INJURY OF UNSPECIFIED ELBOW, INITIAL ENCOUNTER
41630|13|S46921A|LACERATION OF UNSPECIFIED MUSCLE, FASCIA AND TENDON AT SHOULDER AND UPPER ARM LEVEL, RIGHT ARM, INITIAL ENCOUNTER
41629|13|S60011S|CONTUSION OF RIGHT THUMB WITHOUT DAMAGE TO NAIL, SEQUELA
41628|13|S43222A|POSTERIOR SUBLUXATION OF LEFT STERNOCLAVICULAR JOINT, INITIAL ENCOUNTER
41627|13|S5290XE|UNSPECIFIED FRACTURE OF UNSPECIFIED FOREARM, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
41626|13|S52262P|DISPLACED SEGMENTAL FRACTURE OF SHAFT OF ULNA, LEFT ARM, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
41624|13|S58012S|COMPLETE TRAUMATIC AMPUTATION AT ELBOW LEVEL, LEFT ARM, SEQUELA
41612|13|S4690|UNSPECIFIED INJURY OF UNSPECIFIED MUSCLE, FASCIA AND TENDON AT SHOULDER AND UPPER ARM LEVEL
41623|13|S52692F|OTHER FRACTURE OF LOWER END OF LEFT ULNA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH ROUTINE HEALING
41622|13|S52262E|DISPLACED SEGMENTAL FRACTURE OF SHAFT OF ULNA, LEFT ARM, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
41621|13|S50361D|INSECT BITE (NONVENOMOUS) OF RIGHT ELBOW, SUBSEQUENT ENCOUNTER
41620|13|S52272G|MONTEGGIA'S FRACTURE OF LEFT ULNA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
41619|13|S60369A|INSECT BITE (NONVENOMOUS) OF UNSPECIFIED THUMB, INITIAL ENCOUNTER
41618|13|S4311|SUBLUXATION OF ACROMIOCLAVICULAR JOINT
41617|13|S51819S|LACERATION WITHOUT FOREIGN BODY OF UNSPECIFIED FOREARM, SEQUELA
41616|13|S42435S|NONDISPLACED FRACTURE (AVULSION) OF LATERAL EPICONDYLE OF LEFT HUMERUS, SEQUELA
41615|13|S52516G|NONDISPLACED FRACTURE OF UNSPECIFIED RADIAL STYLOID PROCESS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
41614|13|S448X2S|INJURY OF OTHER NERVES AT SHOULDER AND UPPER ARM LEVEL, LEFT ARM, SEQUELA
41613|13|S52232P|DISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT ULNA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
41583|13|T24319A|BURN OF THIRD DEGREE OF UNSPECIFIED THIGH, INITIAL ENCOUNTER
41526|13|M84477S|PATHOLOGICAL FRACTURE, RIGHT TOE(S), SEQUELA
41581|13|S98142S|PARTIAL TRAUMATIC AMPUTATION OF ONE LEFT LESSER TOE, SEQUELA
41552|13|M84664D|PATHOLOGICAL FRACTURE IN OTHER DISEASE, LEFT FIBULA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
41550|13|M86521|OTHER CHRONIC HEMATOGENOUS OSTEOMYELITIS, RIGHT HUMERUS
41549|13|M89159|PHYSEAL ARREST, FEMUR, UNSPECIFIED
41548|13|M71542|OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, LEFT HAND
41547|13|M89138|OTHER PHYSEAL ARREST OF FOREARM
41546|13|M84755D|COMPLETE TRANSVERSE ATYPICAL FEMORAL FRACTURE, LEFT LEG, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
41545|13|N012|RAPIDLY PROGRESSIVE NEPHRITIC SYNDROME WITH DIFFUSE MEMBRANOUS GLOMERULONEPHRITIS
